2025-04-13 23:50:05,520 INFO    StreamThr :2607605 [internal.py:wandb_internal():86] W&B internal server running at pid: 2607605, started at: 2025-04-13 23:50:05.519891
2025-04-13 23:50:05,521 DEBUG   HandlerThread:2607605 [handler.py:handle_request():146] handle_request: status
2025-04-13 23:50:05,525 INFO    WriterThread:2607605 [datastore.py:open_for_write():85] open: /shared/nas2/jk100/partonomy_private/src/models/PLUM/wandb/run-20250413_235005-j1msf0xv/run-j1msf0xv.wandb
2025-04-13 23:50:05,526 DEBUG   SenderThread:2607605 [sender.py:send():380] send: header
2025-04-13 23:50:05,614 DEBUG   SenderThread:2607605 [sender.py:send():380] send: run
2025-04-13 23:50:05,859 INFO    SenderThread:2607605 [dir_watcher.py:__init__():211] watching files in: /shared/nas2/jk100/partonomy_private/src/models/PLUM/wandb/run-20250413_235005-j1msf0xv/files
2025-04-13 23:50:05,860 INFO    SenderThread:2607605 [sender.py:_start_run_threads():1124] run started: j1msf0xv with start time 1744606205.520122
2025-04-13 23:50:05,865 DEBUG   HandlerThread:2607605 [handler.py:handle_request():146] handle_request: check_version
2025-04-13 23:50:05,865 DEBUG   SenderThread:2607605 [sender.py:send_request():407] send_request: check_version
2025-04-13 23:50:05,950 DEBUG   HandlerThread:2607605 [handler.py:handle_request():146] handle_request: run_start
2025-04-13 23:50:06,129 DEBUG   HandlerThread:2607605 [system_info.py:__init__():32] System info init
2025-04-13 23:50:06,129 DEBUG   HandlerThread:2607605 [system_info.py:__init__():47] System info init done
2025-04-13 23:50:06,129 INFO    HandlerThread:2607605 [system_monitor.py:start():194] Starting system monitor
2025-04-13 23:50:06,129 INFO    SystemMonitor:2607605 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-13 23:50:06,130 INFO    HandlerThread:2607605 [system_monitor.py:probe():214] Collecting system info
2025-04-13 23:50:06,130 INFO    SystemMonitor:2607605 [interfaces.py:start():190] Started cpu monitoring
2025-04-13 23:50:06,130 INFO    SystemMonitor:2607605 [interfaces.py:start():190] Started disk monitoring
2025-04-13 23:50:06,131 INFO    SystemMonitor:2607605 [interfaces.py:start():190] Started gpu monitoring
2025-04-13 23:50:06,131 INFO    SystemMonitor:2607605 [interfaces.py:start():190] Started memory monitoring
2025-04-13 23:50:06,132 INFO    SystemMonitor:2607605 [interfaces.py:start():190] Started network monitoring
2025-04-13 23:50:06,235 DEBUG   HandlerThread:2607605 [system_info.py:probe():196] Probing system
2025-04-13 23:50:06,238 DEBUG   HandlerThread:2607605 [system_info.py:_probe_git():181] Probing git
2025-04-13 23:50:06,247 DEBUG   HandlerThread:2607605 [system_info.py:_probe_git():189] Probing git done
2025-04-13 23:50:06,247 DEBUG   HandlerThread:2607605 [system_info.py:probe():244] Probing system done
