2025-03-02 00:18:02,563 INFO    StreamThr :3848334 [internal.py:wandb_internal():86] W&B internal server running at pid: 3848334, started at: 2025-03-02 00:18:02.562889
2025-03-02 00:18:02,564 DEBUG   HandlerThread:3848334 [handler.py:handle_request():146] handle_request: status
2025-03-02 00:18:02,565 INFO    WriterThread:3848334 [datastore.py:open_for_write():85] open: /shared/nas2/jk100/partonomy_private/src/models/PLUM/wandb/run-20250302_001802-rth3g43x/run-rth3g43x.wandb
2025-03-02 00:18:02,567 DEBUG   SenderThread:3848334 [sender.py:send():380] send: header
2025-03-02 00:18:02,574 DEBUG   SenderThread:3848334 [sender.py:send():380] send: run
2025-03-02 00:18:02,777 INFO    SenderThread:3848334 [dir_watcher.py:__init__():211] watching files in: /shared/nas2/jk100/partonomy_private/src/models/PLUM/wandb/run-20250302_001802-rth3g43x/files
2025-03-02 00:18:02,777 INFO    SenderThread:3848334 [sender.py:_start_run_threads():1124] run started: rth3g43x with start time 1740896282.563632
2025-03-02 00:18:02,783 DEBUG   HandlerThread:3848334 [handler.py:handle_request():146] handle_request: check_version
2025-03-02 00:18:02,783 DEBUG   SenderThread:3848334 [sender.py:send_request():407] send_request: check_version
2025-03-02 00:18:02,832 DEBUG   HandlerThread:3848334 [handler.py:handle_request():146] handle_request: run_start
2025-03-02 00:18:02,905 DEBUG   HandlerThread:3848334 [system_info.py:__init__():32] System info init
2025-03-02 00:18:02,905 DEBUG   HandlerThread:3848334 [system_info.py:__init__():47] System info init done
2025-03-02 00:18:02,905 INFO    HandlerThread:3848334 [system_monitor.py:start():194] Starting system monitor
2025-03-02 00:18:02,905 INFO    SystemMonitor:3848334 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-03-02 00:18:02,906 INFO    HandlerThread:3848334 [system_monitor.py:probe():214] Collecting system info
2025-03-02 00:18:02,906 INFO    SystemMonitor:3848334 [interfaces.py:start():190] Started cpu monitoring
2025-03-02 00:18:02,906 INFO    SystemMonitor:3848334 [interfaces.py:start():190] Started disk monitoring
2025-03-02 00:18:02,907 INFO    SystemMonitor:3848334 [interfaces.py:start():190] Started gpu monitoring
2025-03-02 00:18:02,907 INFO    SystemMonitor:3848334 [interfaces.py:start():190] Started memory monitoring
2025-03-02 00:18:02,907 INFO    SystemMonitor:3848334 [interfaces.py:start():190] Started network monitoring
2025-03-02 00:18:02,963 DEBUG   HandlerThread:3848334 [system_info.py:probe():196] Probing system
2025-03-02 00:18:02,965 DEBUG   HandlerThread:3848334 [system_info.py:_probe_git():181] Probing git
2025-03-02 00:18:02,974 DEBUG   HandlerThread:3848334 [system_info.py:_probe_git():189] Probing git done
2025-03-02 00:18:02,974 DEBUG   HandlerThread:3848334 [system_info.py:probe():244] Probing system done
