2025-03-02 00:46:11,135 INFO    StreamThr :3898453 [internal.py:wandb_internal():86] W&B internal server running at pid: 3898453, started at: 2025-03-02 00:46:11.134753
2025-03-02 00:46:11,136 DEBUG   HandlerThread:3898453 [handler.py:handle_request():146] handle_request: status
2025-03-02 00:46:11,137 INFO    WriterThread:3898453 [datastore.py:open_for_write():85] open: /shared/nas2/jk100/partonomy_private/src/models/PLUM/wandb/run-20250302_004611-stvgnp0p/run-stvgnp0p.wandb
2025-03-02 00:46:11,138 DEBUG   SenderThread:3898453 [sender.py:send():380] send: header
2025-03-02 00:46:11,145 DEBUG   SenderThread:3898453 [sender.py:send():380] send: run
2025-03-02 00:46:11,501 INFO    SenderThread:3898453 [dir_watcher.py:__init__():211] watching files in: /shared/nas2/jk100/partonomy_private/src/models/PLUM/wandb/run-20250302_004611-stvgnp0p/files
2025-03-02 00:46:11,502 INFO    SenderThread:3898453 [sender.py:_start_run_threads():1124] run started: stvgnp0p with start time 1740897971.135259
2025-03-02 00:46:11,508 DEBUG   HandlerThread:3898453 [handler.py:handle_request():146] handle_request: check_version
2025-03-02 00:46:11,508 DEBUG   SenderThread:3898453 [sender.py:send_request():407] send_request: check_version
2025-03-02 00:46:11,590 DEBUG   HandlerThread:3898453 [handler.py:handle_request():146] handle_request: run_start
2025-03-02 00:46:11,658 DEBUG   HandlerThread:3898453 [system_info.py:__init__():32] System info init
2025-03-02 00:46:11,658 DEBUG   HandlerThread:3898453 [system_info.py:__init__():47] System info init done
2025-03-02 00:46:11,658 INFO    HandlerThread:3898453 [system_monitor.py:start():194] Starting system monitor
2025-03-02 00:46:11,658 INFO    SystemMonitor:3898453 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-03-02 00:46:11,658 INFO    HandlerThread:3898453 [system_monitor.py:probe():214] Collecting system info
2025-03-02 00:46:11,659 INFO    SystemMonitor:3898453 [interfaces.py:start():190] Started cpu monitoring
2025-03-02 00:46:11,659 INFO    SystemMonitor:3898453 [interfaces.py:start():190] Started disk monitoring
2025-03-02 00:46:11,659 INFO    SystemMonitor:3898453 [interfaces.py:start():190] Started gpu monitoring
2025-03-02 00:46:11,660 INFO    SystemMonitor:3898453 [interfaces.py:start():190] Started memory monitoring
2025-03-02 00:46:11,660 INFO    SystemMonitor:3898453 [interfaces.py:start():190] Started network monitoring
2025-03-02 00:46:11,718 DEBUG   HandlerThread:3898453 [system_info.py:probe():196] Probing system
2025-03-02 00:46:11,720 DEBUG   HandlerThread:3898453 [system_info.py:_probe_git():181] Probing git
2025-03-02 00:46:11,728 DEBUG   HandlerThread:3898453 [system_info.py:_probe_git():189] Probing git done
2025-03-02 00:46:11,728 DEBUG   HandlerThread:3898453 [system_info.py:probe():244] Probing system done
